,name,colors,manaValue,power,toughness,text,rarity,keywords,supertypes,types,subtypes
131,Demilich,U,4.0,4.0,3.0,"This spell costs {U} less to cast for each instant and sorcery spell you've cast this turn.
Whenever Demilich attacks, exile up to one target instant or sorcery card from your graveyard. Copy it. You may cast the copy.
You may cast Demilich from your graveyard by exiling four instant and/or sorcery cards from your graveyard in addition to paying its other costs.",mythic,,,Creature,"Skeleton, Wizard"
132,Displacer Beast,U,3.0,3.0,2.0,"When Displacer Beast enters the battlefield, venture into the dungeon. (Enter the first room or advance to the next room.)
Displacement — {3}{U}: Return Displacer Beast to its owner's hand.",uncommon,Venture,,Creature,"Cat, Beast"
133,Djinni Windseer,U,4.0,3.0,3.0,"Flying
When Djinni Windseer enters the battlefield, roll a d20.
1—9 | Scry 1.
10—19 | Scry 2.
20 | Scry 3.",common,"Flying, Scry",,Creature,Djinn
134,Dragon Turtle,U,3.0,3.0,5.0,"Flash
Drag Below — When Dragon Turtle enters the battlefield, tap it and up to one target creature an opponent controls. They don't untap during their controllers' next untap steps.",rare,Flash,,Creature,"Dragon, Turtle"
135,Eccentric Apprentice,U,3.0,2.0,2.0,"Flying
When Eccentric Apprentice enters the battlefield, venture into the dungeon. (Enter the first room or advance to the next room.)
At the beginning of combat on your turn, if you've completed a dungeon, up to one target creature becomes a Bird with base power and toughness 1/1 and flying until end of turn.",uncommon,"Flying, Venture",,Creature,"Tiefling, Wizard"
136,Feywild Trickster,U,3.0,2.0,2.0,"Whenever you roll one or more dice, create a 1/1 blue Faerie Dragon creature token with flying.",uncommon,,,Creature,"Gnome, Warlock"
137,"Grazilaxx, Illithid Scholar",U,3.0,3.0,2.0,"Whenever a creature you control becomes blocked, you may return it to its owner's hand.
Whenever one or more creatures you control deal combat damage to a player, draw a card.",rare,,Legendary,Creature,Horror
138,Guild Thief,U,2.0,1.0,1.0,"Whenever Guild Thief deals combat damage to a player, put a +1/+1 counter on it.
Cunning Action — {3}{U}: Guild Thief can't be blocked this turn.",uncommon,,,Creature,"Orc, Rogue"
139,"Iymrith, Desert Doom",U,5.0,5.0,5.0,"Flying
Iymrith, Desert Doom has ward {4} as long as it's untapped.
Whenever Iymrith deals combat damage to a player, draw a card. Then if you have fewer than three cards in hand, draw cards equal to the difference.",mythic,Flying,Legendary,Creature,Dragon
140,Mind Flayer,U,5.0,3.0,3.0,"Dominate Monster — When Mind Flayer enters the battlefield, gain control of target creature for as long as you control Mind Flayer.",rare,,,Creature,Horror
141,Pixie Guide,U,2.0,1.0,3.0,"Flying
Grant an Advantage — If you would roll one or more dice, instead roll that many dice plus one and ignore the lowest roll.",common,Flying,,Creature,Faerie
142,Rimeshield Frost Giant,U,5.0,4.0,5.0,"Ward {3} (Whenever this creature becomes the target of a spell or ability an opponent controls, counter it unless that player pays {3}.)",common,Ward,,Creature,"Giant, Warrior"
143,Scion of Stygia,U,3.0,2.0,1.0,"Flash
Cone of Cold — When Scion of Stygia enters the battlefield, choose target creature an opponent controls, then roll a d20.
1—9 | Tap that creature.
10—20 | Tap that creature. It doesn't untap during its controller's next untap step.",common,Flash,,Creature,"Tiefling, Shaman"
144,Secret Door,U,1.0,0.0,4.0,"Defender
{4}{U}: Venture into the dungeon. Activate only as a sorcery. (Enter the first room or advance to the next room.)",common,"Defender, Venture",,"Artifact, Creature",Wall
145,Shortcut Seeker,U,4.0,2.0,5.0,"Whenever Shortcut Seeker deals combat damage to a player, venture into the dungeon. (Enter the first room or advance to the next room.)",common,Venture,,Creature,"Human, Rogue"
146,Silver Raven,U,1.0,1.0,1.0,"Flying
When Silver Raven enters the battlefield, scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.)",common,"Flying, Scry",,"Artifact, Creature",Bird
147,Soulknife Spy,U,3.0,3.0,2.0,"Whenever Soulknife Spy deals combat damage to a player, draw a card.",common,,,Creature,"Elf, Rogue"
148,Yuan-Ti Malison,U,2.0,2.0,1.0,"Yuan-Ti Malison can't be blocked as long as it's attacking alone.
Whenever Yuan-Ti Malison deals combat damage to a player, venture into the dungeon. (Enter the first room or advance to the next room.)",rare,Venture,,Creature,"Snake, Rogue"
149,Acererak the Archlich,B,3.0,5.0,5.0,"When Acererak the Archlich enters the battlefield, if you haven't completed Tomb of Annihilation, return Acererak the Archlich to its owner's hand and venture into the dungeon.
Whenever Acererak the Archlich attacks, for each opponent, you create a 2/2 black Zombie creature token unless that player sacrifices a creature.",mythic,Venture,Legendary,Creature,"Zombie, Wizard"
150,Asmodeus the Archfiend,B,6.0,6.0,6.0,"Binding Contract — If you would draw a card, exile the top card of your library face down instead.
{B}{B}{B}: Draw seven cards.
{B}: Return all cards exiled with Asmodeus the Archfiend to their owner's hand and you lose that much life.",rare,,Legendary,Creature,"Devil, God"
151,Baleful Beholder,B,6.0,6.0,5.0,"When Baleful Beholder enters the battlefield, choose one —
• Antimagic Cone — Each opponent sacrifices an enchantment.
• Fear Ray — Creatures you control gain menace until end of turn. (A creature with menace can't be blocked except by two or more creatures.)",common,,,Creature,Beholder
152,Black Dragon,B,7.0,4.0,4.0,"Flying
Acid Breath — When Black Dragon enters the battlefield, target creature an opponent controls gets -3/-3 until end of turn.",uncommon,Flying,,Creature,Dragon
153,Clattering Skeletons,B,4.0,4.0,3.0,"When Clattering Skeletons dies, venture into the dungeon. (Enter the first room or advance to the next room.)",common,Venture,,Creature,Skeleton
154,Death-Priest of Myrkul,B,4.0,2.0,2.0,"Skeletons, Vampires, and Zombies you control get +1/+1.
At the beginning of your end step, if a creature died this turn, you may pay {1}. If you do, create a 1/1 black Skeleton creature token.",uncommon,,,Creature,"Tiefling, Cleric"
155,Drider,B,5.0,4.0,3.0,"Reach
Whenever Drider deals combat damage to a player, create a 2/1 black Spider creature token with menace and reach.",uncommon,Reach,,Creature,"Elf, Spider"
156,Dungeon Crawler,B,1.0,2.0,1.0,"Dungeon Crawler enters the battlefield tapped.
Whenever you complete a dungeon, you may return Dungeon Crawler from your graveyard to your hand.",uncommon,,,Creature,Zombie
157,"Ebondeath, Dracolich",B,4.0,5.0,2.0,"Flash
Flying
Ebondeath, Dracolich enters the battlefield tapped.
You may cast Ebondeath, Dracolich from your graveyard if a creature not named Ebondeath, Dracolich died this turn.",mythic,"Flash, Flying",Legendary,Creature,"Zombie, Dragon"
158,Forsworn Paladin,B,1.0,1.0,1.0,"Menace
{1}{B}, {T}, Pay 1 life: Create a Treasure token.
{2}{B}: Target creature gets +2/+0 until end of turn. If mana from a Treasure was spent to activate this ability, that creature also gains deathtouch until end of turn.",rare,Menace,,Creature,"Human, Knight"
159,Gelatinous Cube,B,4.0,4.0,3.0,"Engulf — When Gelatinous Cube enters the battlefield, exile target non-Ooze creature an opponent controls until Gelatinous Cube leaves the battlefield.
Dissolve — {X}{B}: Put target creature card with mana value X exiled with Gelatinous Cube into its owner's graveyard.",rare,,,Creature,Ooze
160,Grim Wanderer,B,2.0,5.0,3.0,"Flash
Tragic Backstory — Cast this spell only if a creature died this turn.",uncommon,Flash,,Creature,"Goblin, Warlock"
161,Herald of Hadar,B,5.0,4.0,4.0,"Circle of Death — {5}{B}: Roll a d20.
1—9 | Each opponent loses 2 life.
10—19 | Each opponent loses 2 life and you gain 2 life.
20 | Each opponent loses 2 life and you gain 2 life. Create two Treasure tokens. (They're artifacts with ""{T}, Sacrifice this artifact: Add one mana of any color."")",common,,,Creature,"Human, Warlock"
162,Hired Hexblade,B,2.0,2.0,2.0,"When Hired Hexblade enters the battlefield, if mana from a Treasure was spent to cast it, you draw a card and you lose 1 life.",common,,,Creature,"Elf, Warlock"
163,Hoard Robber,B,2.0,1.0,3.0,"Whenever Hoard Robber deals combat damage to a player, create a Treasure token. (It's an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")",common,,,Creature,"Tiefling, Rogue"
164,Lightfoot Rogue,B,2.0,2.0,1.0,"Sneak Attack — Whenever Lightfoot Rogue attacks, roll a d20.
1—9 | Lightfoot Rogue gains deathtouch until end of turn.
10—19 | It gets +1/+0 and gains deathtouch until end of turn.
20 | It gets +3/+0 and gains first strike and deathtouch until end of turn.",uncommon,,,Creature,"Halfling, Rogue"
165,Manticore,B,4.0,2.0,1.0,"Flash
Flying
Tail Spikes — When Manticore enters the battlefield, destroy target creature an opponent controls that was dealt damage this turn.",common,"Flash, Flying",,Creature,Manticore
166,Sepulcher Ghoul,B,2.0,2.0,1.0,Sacrifice another creature: Sepulcher Ghoul gets +2/+2 until end of turn. Activate only once each turn.,common,,,Creature,Zombie
167,Shambling Ghast,B,1.0,1.0,1.0,"When Shambling Ghast dies, choose one —
• Brave the Stench — Target creature an opponent controls gets -1/-1 until end of turn.
• Search the Body — Create a Treasure token. (It's an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")",common,,,Creature,Zombie
168,Skullport Merchant,B,3.0,1.0,4.0,"When Skullport Merchant enters the battlefield, create a Treasure token. (It's an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")
{1}{B}, Sacrifice another creature or a Treasure: Draw a card.",uncommon,,,Creature,"Dwarf, Citizen"
169,Vampire Spawn,B,3.0,2.0,3.0,"When Vampire Spawn enters the battlefield, each opponent loses 2 life and you gain 2 life.",common,,,Creature,Vampire
170,Westgate Regent,B,5.0,4.0,4.0,"Flying
Ward—Discard a card. (Whenever this creature becomes the target of a spell or ability an opponent controls, counter it unless that player discards a card.)
Whenever Westgate Regent deals combat damage to a player, put that many +1/+1 counters on it.",rare,"Flying, Ward",,Creature,Vampire
171,Wight,B,2.0,3.0,2.0,"Wight enters the battlefield tapped.
Life Drain — Whenever a creature dealt damage by Wight this turn dies, create a tapped 2/2 black Zombie creature token and exile that card.",rare,,,Creature,"Zombie, Soldier"
172,Yuan-Ti Fang-Blade,B,3.0,2.0,2.0,"Deathtouch
Whenever Yuan-Ti Fang-Blade deals combat damage to a player, venture into the dungeon. (Enter the first room or advance to the next room.)",common,"Deathtouch, Venture",,Creature,"Snake, Rogue"
173,Zombie Ogre,B,5.0,3.0,5.0,"At the beginning of your end step, if a creature died this turn, venture into the dungeon. (Enter the first room or advance to the next room.)",common,Venture,,Creature,"Zombie, Ogre"
174,Armory Veteran,R,2.0,2.0,2.0,"As long as Armory Veteran is equipped, it has menace. (It can't be blocked except by two or more creatures.)",common,,,Creature,"Orc, Warrior"
175,Battle Cry Goblin,R,2.0,2.0,2.0,"{1}{R}: Goblins you control get +1/+0 and gain haste until end of turn.
Pack tactics — Whenever Battle Cry Goblin attacks, if you attacked with creatures with total power 6 or greater this combat, create a 1/1 red Goblin creature token that's tapped and attacking.",uncommon,Pack tactics,,Creature,Goblin
176,Brazen Dwarf,R,2.0,1.0,3.0,"Whenever you roll one or more dice, Brazen Dwarf deals 1 damage to each opponent.",common,,,Creature,"Dwarf, Shaman"
177,Chaos Channeler,R,4.0,4.0,3.0,"Wild Magic Surge — Whenever Chaos Channeler attacks, roll a d20.
1—9 | Exile the top card of your library. You may play it this turn.
10—19 | Exile the top two cards of your library. You may play them this turn.
20 | Exile the top three cards of your library. You may play them this turn.",uncommon,,,Creature,"Human, Shaman"
178,"Delina, Wild Mage",R,4.0,3.0,2.0,"Whenever Delina, Wild Mage attacks, choose target creature you control, then roll a d20.
1—14 | Create a tapped and attacking token that's a copy of that creature, except it's not legendary and it has ""Exile this creature at end of combat.""
15—20 | Create one of those tokens. You may roll again.",rare,,Legendary,Creature,"Elf, Shaman"
179,Earth-Cult Elemental,R,6.0,6.0,6.0,"Siege Monster — When Earth-Cult Elemental enters the battlefield, roll a d20.
1—9 | Each player sacrifices a permanent.
10—19 | Each opponent sacrifices a permanent.
20 | Each opponent sacrifices two permanents.",common,,,Creature,Elemental
180,Flameskull,R,3.0,3.0,1.0,"Flying
Flameskull can't block.
Rejuvenation — When Flameskull dies, exile it. If you do, exile the top card of your library. Until the end of your next turn, you may play one of those cards. (If you cast Flameskull this way, you can't play the other card, and vice versa.)",mythic,Flying,,Creature,Skeleton
181,Goblin Javelineer,R,1.0,1.0,1.0,"Haste
Whenever Goblin Javelineer becomes blocked, it deals 1 damage to target creature blocking it.",common,Haste,,Creature,"Goblin, Warrior"
182,Hoarding Ogre,R,4.0,3.0,3.0,"Whenever Hoarding Ogre attacks, roll a d20.
1—9 | Create a Treasure token. (It's an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")
10—19 | Create two Treasure tokens.
20 | Create three Treasure tokens.",common,,,Creature,Ogre
183,Hobgoblin Bandit Lord,R,3.0,2.0,3.0,"Other Goblins you control get +1/+1.
{R}, {T}: Hobgoblin Bandit Lord deals damage equal to the number of Goblins that entered the battlefield under your control this turn to any target.",rare,,,Creature,"Goblin, Rogue"
184,Hobgoblin Captain,R,2.0,3.0,1.0,"Pack tactics — Whenever Hobgoblin Captain attacks, if you attacked with creatures with total power 6 or greater this combat, Hobgoblin Captain gains first strike until end of turn.",common,Pack tactics,,Creature,"Goblin, Barbarian"
185,Hulking Bugbear,R,3.0,3.0,3.0,Haste,uncommon,Haste,,Creature,Goblin
186,Inferno of the Star Mounts,R,6.0,6.0,6.0,"This spell can't be countered.
Flying, haste
{R}: Inferno of the Star Mounts gets +1/+0 until end of turn. When its power becomes 20 this way, it deals 20 damage to any target.",mythic,"Flying, Haste",Legendary,Creature,Dragon
187,Jaded Sell-Sword,R,4.0,4.0,3.0,"When Jaded Sell-Sword enters the battlefield, if mana from a Treasure was spent to cast it, it gains first strike and haste until end of turn.",common,,,Creature,"Dragon, Warrior"
188,Minion of the Mighty,R,1.0,0.0,1.0,"Menace
Pack tactics — Whenever Minion of the Mighty attacks, if you attacked with creatures with total power 6 or greater this combat, you may put a Dragon creature card from your hand onto the battlefield tapped and attacking.",rare,"Menace, Pack tactics",,Creature,Kobold
189,Plundering Barbarian,R,3.0,2.0,2.0,"When Plundering Barbarian enters the battlefield, choose one —
• Smash the Chest — Destroy target artifact.
• Pry It Open — Create a Treasure token. (It's an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")",common,,,Creature,"Dwarf, Barbarian"
190,Red Dragon,R,6.0,4.0,4.0,"Flying
Fire Breath — When Red Dragon enters the battlefield, it deals 4 damage to each opponent.",uncommon,Flying,,Creature,Dragon
191,Rust Monster,R,3.0,2.0,1.0,"First strike
Sacrifice an artifact: Rust Monster gets +2/+0 until end of turn.",uncommon,First strike,,Creature,Beast
